studywk,agecat,region,rcu,pi,flu,allcause
2242,2,6,10,5,4,28
2242,2,7,3,0,0,18
2242,2,8,1,1,1,8
2242,2,9,9,0,0,27
2242,2,10,5,2,1,9
2242,3,1,56,3,0,199
2242,3,2,135,15,0,308
2242,3,3,142,17,1,375
2242,3,4,421,39,2,1017
2242,3,5,258,22,1,656
2242,3,6,217,25,2,573
2242,3,7,68,7,0,172
2242,3,8,49,9,2,135
2242,3,9,220,21,0,515
2242,3,10,61,6,2,167
2242,4,1,212,20,0,356
2242,4,2,424,36,1,664
2242,4,3,529,51,2,957
2242,4,4,1338,137,7,2223
2242,4,5,889,99,11,1561
2242,4,6,746,77,6,1201
2242,4,7,288,34,4,467
2242,4,8,130,11,0,250
2242,4,9,733,79,0,1105
2242,4,10,187,21,4,342
2242,5,1,1441,184,1,1971
2242,5,2,2694,278,9,3449
2242,5,3,3017,347,11,4330
2242,5,4,6507,796,49,9169
2242,5,5,5493,780,110,7813
2242,5,6,3278,401,21,4503
2242,5,7,1490,212,26,2092
2242,5,8,872,128,17,1253
2242,5,9,3791,428,7,4888
2242,5,10,1066,119,3,1550
2243,1,1,3,0,0,7
2243,1,2,8,3,0,37
2243,1,3,6,1,0,47
2243,1,4,29,7,2,125
2243,1,5,15,6,2,96
2243,1,6,16,5,0,77
2243,1,7,3,0,0,30
2243,1,8,4,0,0,16
2243,1,9,15,5,1,66
2243,1,10,2,0,0,24
2243,2,1,1,0,0,5
2243,2,2,3,2,1,8
2243,2,3,7,2,1,17
2243,2,4,10,4,0,42
2243,2,5,7,0,0,32
2243,2,6,6,2,0,19
2243,2,7,7,1,1,14
2243,2,8,3,1,1,8
2243,2,9,7,1,0,29
2243,2,10,3,1,0,8
2243,3,1,48,3,0,170
2243,3,2,137,7,0,318
2243,3,3,134,11,2,384
2243,3,4,413,48,5,976
2243,3,5,241,25,5,661
2243,3,6,223,21,3,577
2243,3,7,72,9,1,182
2243,3,8,60,8,3,158
2243,3,9,215,25,0,529
2243,3,10,60,8,2,136
2243,4,1,195,18,2,352
2243,4,2,415,35,1,616
2243,4,3,527,43,2,920
2243,4,4,1357,131,14,2227
2243,4,5,974,109,7,1625
2243,4,6,770,75,4,1215
2243,4,7,270,25,6,446
2243,4,8,166,17,1,268
2243,4,9,778,72,3,1227
2243,4,10,212,20,1,369
2243,5,1,1368,155,2,1940
2243,5,2,2716,337,18,3491
2243,5,3,3128,453,55,4412
2243,5,4,6754,859,87,9565
2243,5,5,5864,855,164,8094
2243,5,6,3442,465,34,4681
2243,5,7,1537,229,46,2154
2243,5,8,951,137,32,1317
2243,5,9,3947,438,5,5094
2243,5,10,1055,130,6,1528
2244,1,1,4,1,0,13
2244,1,2,7,2,1,33
2244,1,3,12,0,0,53
2244,1,4,21,3,0,135
2244,1,5,11,3,1,99
2244,1,6,21,5,1,92
2244,1,7,7,3,2,30
2244,1,8,2,1,1,13
2244,1,9,15,2,0,65
2244,1,10,4,2,0,21
2244,2,1,6,0,0,11
2244,2,2,5,0,0,13
2244,2,3,4,1,0,13
2244,2,4,13,2,0,44
2244,2,5,7,2,2,30
2244,2,6,5,1,0,28
2244,2,7,5,3,2,11
2244,2,8,2,0,0,9
2244,2,9,7,2,1,24
2244,2,10,1,0,0,3
2244,3,1,42,4,0,194
2244,3,2,128,10,2,319
2244,3,3,136,16,4,402
2244,3,4,413,52,7,977
2244,3,5,260,35,5,676
2244,3,6,267,38,8,643
2244,3,7,70,7,1,170
2244,3,8,59,7,3,149
2244,3,9,244,25,3,561
2244,3,10,47,8,0,160
2244,4,1,189,21,1,355
2244,4,2,485,41,1,704
2244,4,3,558,66,7,984
2244,4,4,1514,190,21,2443
2244,4,5,941,118,25,1620
2244,4,6,837,103,13,1303
2244,4,7,282,30,4,438
2244,4,8,171,20,7,301
2244,4,9,796,91,2,1217
2244,4,10,234,29,3,386
2244,5,1,1514,205,19,2105
2244,5,2,2941,389,39,3686
2244,5,3,3442,603,134,4805
2244,5,4,7266,1115,201,9934
2244,5,5,6170,1083,275,8525
2244,5,6,3737,541,61,4957
2244,5,7,1747,336,78,2354
2244,5,8,1094,206,56,1489
2244,5,9,4200,501,11,5326
2244,5,10,1194,146,16,1653
2245,1,1,4,1,0,12
2245,1,2,6,0,0,40
2245,1,3,11,0,0,60
2245,1,4,21,2,0,115
2245,1,5,15,3,2,84
2245,1,6,19,6,2,93
2245,1,7,8,1,0,26
2245,1,8,2,2,2,17
2245,1,9,15,2,0,63
2245,1,10,4,0,0,25
2245,2,1,2,0,0,2
2245,2,2,1,0,0,9
2245,2,3,6,1,1,17
2245,2,4,7,3,1,35
2245,2,5,5,1,0,24
2245,2,6,12,5,2,23
2245,2,7,6,3,1,15
2245,2,8,2,0,0,12
2245,2,9,9,0,0,26
2245,2,10,3,1,0,7
2245,3,1,62,3,0,173
2245,3,2,141,25,2,325
2245,3,3,164,20,4,432
2245,3,4,446,56,9,1035
2245,3,5,277,39,10,679
2245,3,6,281,40,0,609
2245,3,7,75,8,2,177
2245,3,8,61,8,2,145
2245,3,9,274,31,4,567
2245,3,10,53,9,2,158
2245,4,1,229,23,3,397
2245,4,2,494,52,3,763
2245,4,3,602,80,10,1023
2245,4,4,1489,160,16,2403
2245,4,5,1013,104,12,1654
2245,4,6,824,98,6,1317
2245,4,7,285,33,8,466
2245,4,8,188,27,7,304
2245,4,9,843,85,7,1258
2245,4,10,212,16,3,381
2245,5,1,1673,267,31,2271
2245,5,2,3188,451,52,4002
2245,5,3,3723,677,168,5163
2245,5,4,7116,1161,167,9891
2245,5,5,6393,1193,271,8698
2245,5,6,4028,630,73,5328
2245,5,7,1807,337,87,2427
2245,5,8,1137,219,66,1549
2245,5,9,4564,610,34,5835
2245,5,10,1237,195,34,1763
2246,1,1,4,2,0,17
2246,1,2,3,0,0,35
2246,1,3,13,3,0,59
2246,1,4,21,4,2,142
2246,1,5,13,2,1,94
2246,1,6,12,3,0,90
2246,1,7,3,2,2,21
2246,1,8,5,0,0,20
2246,1,9,17,4,1,69
2246,1,10,2,1,0,24
2246,2,1,3,0,0,6
2246,2,2,8,0,0,17
2246,2,3,3,1,0,17
2246,2,4,10,1,1,34
2246,2,5,4,0,0,23
2246,2,6,7,1,0,29
2246,2,7,4,0,0,9
2246,2,8,4,2,0,6
2246,2,9,8,1,0,19
2246,2,10,3,1,0,13
2246,3,1,56,12,2,164
2246,3,2,129,13,1,282
2246,3,3,157,29,6,439
2246,3,4,402,57,5,978
2246,3,5,257,35,2,650
2246,3,6,262,39,6,630
2246,3,7,82,6,0,202
2246,3,8,47,9,1,152
2246,3,9,247,29,4,549
2246,3,10,62,10,2,145
2246,4,1,236,23,1,422
2246,4,2,516,45,1,759
2246,4,3,576,67,14,991
2246,4,4,1400,152,15,2302
2246,4,5,1000,121,11,1707
2246,4,6,873,96,5,1335
2246,4,7,260,29,0,459
2246,4,8,156,27,5,275
2246,4,9,850,97,2,1289
2246,4,10,222,30,3,377
2246,5,1,1668,288,53,2290
2246,5,2,3169,495,66,4015
2246,5,3,3680,668,136,5173
2246,5,4,7128,1131,149,9971
2246,5,5,6045,1025,212,8446
2246,5,6,3908,620,69,5253
2246,5,7,1698,308,70,2304
2246,5,8,1024,204,47,1417
2246,5,9,4633,658,37,5865
2246,5,10,1232,231,53,1692
2247,1,1,4,1,0,20
2247,1,2,7,1,1,34
2247,1,3,9,1,0,49
2247,1,4,19,4,0,109
2247,1,5,15,1,1,93
2247,1,6,14,3,0,74
2247,1,7,4,1,0,21
2247,1,8,5,0,0,20
2247,1,9,16,1,0,62
2247,1,10,4,0,0,20
2247,2,1,5,1,0,9
2247,2,2,6,3,2,15
2247,2,3,8,3,0,19
2247,2,4,16,4,2,49
2247,2,5,9,0,0,36
2247,2,6,13,6,1,30
2247,2,7,4,0,0,14
2247,2,8,2,1,1,5
2247,2,9,10,3,2,24
2247,2,10,4,1,0,7
2247,3,1,58,9,1,166
2247,3,2,111,12,2,267
2247,3,3,153,17,4,421
2247,3,4,429,41,3,994
2247,3,5,263,29,1,669
2247,3,6,260,38,6,639
2247,3,7,63,7,3,178
2247,3,8,49,3,0,130
2247,3,9,249,35,6,516
2247,3,10,45,8,2,142
2247,4,1,262,28,2,402
2247,4,2,457,42,4,696
2247,4,3,565,71,12,963
2247,4,4,1414,151,10,2256
2247,4,5,936,88,7,1587
2247,4,6,856,103,5,1315
2247,4,7,274,32,2,458
2247,4,8,150,12,2,245
2247,4,9,788,73,2,1163
2247,4,10,225,20,2,380
2247,5,1,1706,299,45,2347
2247,5,2,3198,484,55,4049
2247,5,3,3461,595,99,4905
2247,5,4,6629,929,86,9360
2247,5,5,5586,870,119,7879
2247,5,6,3808,579,56,5140
2247,5,7,1666,276,61,2260
2247,5,8,870,125,16,1228
2247,5,9,4461,708,54,5622
2247,5,10,1148,183,35,1669
2248,1,1,1,0,0,15
2248,1,2,4,0,0,32
2248,1,3,10,1,0,40
2248,1,4,29,7,3,125
2248,1,5,17,2,0,85
2248,1,6,13,4,1,71
2248,1,7,6,2,0,29
2248,1,8,2,0,0,17
2248,1,9,15,1,0,81
2248,1,10,5,1,0,23
2248,2,1,3,0,0,10
2248,2,2,4,1,0,10
2248,2,3,6,2,1,19
2248,2,4,12,2,0,42
2248,2,5,14,2,0,33
2248,2,6,8,4,1,33
2248,2,7,2,0,0,6
2248,2,8,2,0,0,12
2248,2,9,7,1,1,29
2248,2,10,1,0,0,5
2248,3,1,51,7,1,154
2248,3,2,114,15,0,265
2248,3,3,144,14,3,401
2248,3,4,383,42,6,914
2248,3,5,230,29,1,612
2248,3,6,241,30,5,607
2248,3,7,52,7,0,158
2248,3,8,48,7,2,153
2248,3,9,230,28,4,542
2248,3,10,63,4,0,157
2248,4,1,230,22,2,398
2248,4,2,459,48,3,698
2248,4,3,556,55,6,983
2248,4,4,1359,143,10,2164
2248,4,5,833,89,5,1471
2248,4,6,798,101,3,1253
2248,4,7,262,24,2,448
2248,4,8,157,14,5,280
2248,4,9,829,101,9,1237
2248,4,10,215,20,1,377
2248,5,1,1793,303,49,2469
2248,5,2,3199,445,52,3974
2248,5,3,3209,512,68,4632
2248,5,4,6543,891,70,9297
2248,5,5,5095,720,71,7183
2248,5,6,3672,522,58,4957
2248,5,7,1568,247,42,2196
2248,5,8,871,114,16,1227
2248,5,9,4609,668,49,5830
2248,5,10,1172,195,35,1655
2249,1,1,1,1,0,14
2249,1,2,8,1,0,32
2249,1,3,11,2,1,61
2249,1,4,19,4,0,111
2249,1,5,16,5,2,87
2249,1,6,15,2,1,85
2249,1,7,2,0,0,24
2249,1,8,3,1,1,21
2249,1,9,12,3,1,61
2249,1,10,2,1,0,15
2249,2,1,1,0,0,4
2249,2,2,4,0,0,9
2249,2,3,5,0,0,10
2249,2,4,14,1,0,49
2249,2,5,7,0,0,31
2249,2,6,5,1,0,30
2249,2,7,1,0,0,11
2249,2,8,0,0,0,6
2249,2,9,12,5,1,32
2249,2,10,1,1,0,3
2249,3,1,59,8,1,200
2249,3,2,125,13,0,286
2249,3,3,144,16,1,384
2249,3,4,396,51,4,1012
2249,3,5,264,17,0,651
2249,3,6,226,29,1,573
2249,3,7,64,7,0,149
2249,3,8,56,8,1,138
2249,3,9,264,29,2,586
2249,3,10,59,3,0,143
2249,4,1,229,32,2,406
2249,4,2,498,50,5,746
2249,4,3,558,61,4,963
2249,4,4,1487,128,7,2396
2249,4,5,907,82,5,1503
2249,4,6,832,106,3,1322
2249,4,7,275,27,4,443
2249,4,8,156,14,0,259
2249,4,9,828,94,6,1257
2249,4,10,184,10,0,337
2249,5,1,1811,342,64,2461
2249,5,2,3083,416,40,3900
2249,5,3,3242,463,54,4615
2249,5,4,6644,888,60,9367
2249,5,5,5219,662,37,7219
2249,5,6,3589,473,43,4789
2249,5,7,1558,230,29,2226
2249,5,8,849,105,12,1220
2249,5,9,4302,655,58,5450
2249,5,10,1228,188,34,1777
2250,1,1,2,0,0,22
2250,1,2,11,1,0,41
2250,1,3,8,2,0,54
2250,1,4,21,3,0,110
2250,1,5,16,2,0,100
2250,1,6,11,2,1,85
2250,1,7,9,0,0,37
2250,1,8,3,0,0,25
2250,1,9,20,3,1,84
2250,1,10,3,2,0,17
2250,2,1,0,0,0,4
2250,2,2,3,1,0,11
2250,2,3,3,0,0,23
2250,2,4,14,6,3,40
2250,2,5,7,2,0,36
2250,2,6,13,3,0,34
2250,2,7,1,0,0,6
2250,2,8,1,1,0,5
2250,2,9,14,2,0,30
2250,2,10,1,1,0,4
2250,3,1,68,6,0,168
2250,3,2,124,12,0,289
2250,3,3,143,17,2,383
2250,3,4,406,40,1,994
2250,3,5,236,23,1,652
2250,3,6,239,29,1,598
2250,3,7,61,7,0,158
2250,3,8,42,5,0,126
2250,3,9,233,33,2,518
2250,3,10,43,3,1,138
2250,4,1,234,28,2,410
2250,4,2,456,41,2,666
2250,4,3,514,51,3,890
2250,4,4,1315,137,5,2221
2250,4,5,976,90,2,1616
2250,4,6,766,78,3,1258
2250,4,7,243,30,1,432
2250,4,8,136,16,1,268
2250,4,9,804,82,3,1226
2250,4,10,195,25,1,333
2250,5,1,1691,339,58,2347
2250,5,2,3079,394,50,3902
2250,5,3,3268,456,42,4697
2250,5,4,6725,818,51,9396
2250,5,5,4988,648,31,7050
2250,5,6,3567,455,37,4801
2250,5,7,1469,199,11,2097
2250,5,8,809,129,19,1158
2250,5,9,4325,605,49,5518
2250,5,10,1168,165,21,1676
2251,1,1,2,1,0,9
2251,1,2,9,2,1,43
2251,1,3,8,0,0,51
2251,1,4,30,4,0,133
2251,1,5,14,2,0,81
2251,1,6,16,4,0,83
2251,1,7,6,2,0,25
2251,1,8,6,1,0,20
2251,1,9,19,5,0,70
2251,1,10,3,0,0,16
2251,2,1,3,0,0,5
2251,2,2,6,3,0,16
2251,2,3,6,2,1,13
2251,2,4,13,4,0,43
2251,2,5,10,2,0,34
2251,2,6,11,6,1,36
2251,2,7,5,0,0,8
2251,2,8,2,2,0,9
2251,2,9,8,3,0,24
2251,2,10,1,0,0,8
2251,3,1,44,2,1,164
2251,3,2,134,18,1,288
2251,3,3,131,10,0,381
2251,3,4,386,35,1,934
2251,3,5,266,31,2,677
2251,3,6,235,36,3,557
2251,3,7,70,4,1,167
2251,3,8,44,5,0,154
2251,3,9,226,27,0,563
2251,3,10,64,7,1,155
2251,4,1,207,16,1,360
2251,4,2,484,57,4,749
2251,4,3,625,75,4,1068
2251,4,4,1509,143,4,2369
2251,4,5,905,84,2,1539
2251,4,6,762,92,7,1206
2251,4,7,270,29,1,438
2251,4,8,161,19,0,267
2251,4,9,759,90,0,1203
2251,4,10,204,19,0,361
2251,5,1,1674,271,40,2307
2251,5,2,3024,381,19,3813
2251,5,3,3279,390,25,4622
2251,5,4,6739,830,48,9489
2251,5,5,5136,639,28,7227
2251,5,6,3473,451,22,4688
2251,5,7,1561,194,13,2162
2251,5,8,878,113,10,1218
2251,5,9,4142,541,29,5389
2251,5,10,1063,140,15,1546
2252,1,1,2,1,1,15
2252,1,2,10,4,0,38
2252,1,3,10,1,0,70
2252,1,4,23,6,0,126
2252,1,5,22,4,0,112
2252,1,6,15,4,0,86
2252,1,7,10,3,0,28
2252,1,8,3,1,1,21
2252,1,9,16,5,2,74
2252,1,10,2,1,0,17
2252,2,1,1,1,0,5
2252,2,2,4,1,0,7
2252,2,3,8,4,2,16
2252,2,4,11,4,1,45
2252,2,5,13,2,1,30
2252,2,6,15,0,0,35
2252,2,7,3,2,0,16
2252,2,8,2,1,1,11
2252,2,9,6,0,0,20
2252,2,10,3,0,0,13
2252,3,1,65,12,0,186
2252,3,2,118,10,0,281
2252,3,3,122,15,0,382
2252,3,4,391,49,2,965
2252,3,5,217,21,3,593
2252,3,6,215,25,2,555
2252,3,7,89,13,2,194
2252,3,8,40,4,0,154
2252,3,9,206,23,1,486
2252,3,10,49,6,0,124
2252,4,1,220,21,0,399
2252,4,2,490,50,2,699
2252,4,3,559,64,2,968
2252,4,4,1376,154,5,2221
2252,4,5,913,82,2,1565
2252,4,6,819,86,6,1316
2252,4,7,289,35,0,448
2252,4,8,147,18,0,262
2252,4,9,773,78,3,1138
2252,4,10,175,23,1,329
2252,5,1,1569,261,37,2205
2252,5,2,2987,406,20,3775
2252,5,3,3201,400,15,4558
2252,5,4,6984,842,38,9813
2252,5,5,5143,622,18,7230
2252,5,6,3488,422,13,4721
2252,5,7,1487,198,7,2063
2252,5,8,899,115,10,1233
2252,5,9,4051,559,21,5193
2252,5,10,1101,123,2,1594
2253,1,1,2,0,0,17
2253,1,2,7,1,0,30
2253,1,3,3,0,0,48
2253,1,4,24,2,1,130
2253,1,5,15,4,0,97
2253,1,6,10,3,1,74
2253,1,7,5,1,0,22
2253,1,8,4,0,0,16
2253,1,9,20,5,0,63
2253,1,10,3,1,0,22
2253,2,1,2,0,0,4
2253,2,2,8,0,0,16
2253,2,3,5,0,0,19
2253,2,4,13,0,0,39
2253,2,5,7,1,1,34
2253,2,6,8,1,1,28
2253,2,7,4,1,0,9
2253,2,8,4,0,0,11
2253,2,9,7,0,0,23
2253,2,10,2,0,0,11
2253,3,1,62,4,0,174
2253,3,2,115,20,0,261
2253,3,3,157,17,1,433
2253,3,4,424,40,0,1008
2253,3,5,244,23,0,703
2253,3,6,240,24,0,630
2253,3,7,76,14,0,203
2253,3,8,46,5,0,132
2253,3,9,257,29,1,570
2253,3,10,61,3,0,171
2253,4,1,236,27,0,388
2253,4,2,533,37,0,759
2253,4,3,558,58,1,952
2253,4,4,1499,150,4,2342
2253,4,5,959,93,2,1610
2253,4,6,789,85,2,1243
2253,4,7,256,33,3,423
2253,4,8,131,12,1,240
2253,4,9,814,80,3,1226
2253,4,10,208,22,1,367
2253,5,1,1560,274,32,2138
2253,5,2,2948,367,21,3711
2253,5,3,3150,406,10,4446
2253,5,4,6680,852,31,9384
2253,5,5,5179,605,20,7301
2253,5,6,3558,455,10,4727
2253,5,7,1593,228,13,2197
2253,5,8,874,109,10,1199
2253,5,9,4244,526,18,5388
2253,5,10,1068,129,4,1564
2254,1,1,3,0,0,18
2254,1,2,10,0,0,28
2254,1,3,14,4,0,47
2254,1,4,23,3,0,122
2254,1,5,11,1,0,77
2254,1,6,13,3,0,87
2254,1,7,4,0,0,28
2254,1,8,1,1,0,18
2254,1,9,11,0,0,62
2254,1,10,4,0,0,18
2254,2,1,0,0,0,5
2254,2,2,1,0,0,6
2254,2,3,5,0,0,16
2254,2,4,10,2,1,47
2254,2,5,7,1,0,30
2254,2,6,8,1,0,39
2254,2,7,1,0,0,11
2254,2,8,1,0,0,6
2254,2,9,4,1,0,19
2254,2,10,3,2,1,10
2254,3,1,46,2,0,140
2254,3,2,130,16,1,285
2254,3,3,139,12,0,426
2254,3,4,416,54,3,1015
2254,3,5,255,22,0,669
2254,3,6,270,28,2,627
2254,3,7,80,12,2,182
2254,3,8,42,7,0,128
2254,3,9,231,24,1,566
2254,3,10,55,9,0,133
2254,4,1,213,26,0,389
2254,4,2,458,33,0,729
2254,4,3,516,54,1,933
2254,4,4,1466,152,6,2358
2254,4,5,950,91,4,1624
2254,4,6,816,73,1,1264
2254,4,7,276,40,0,447
2254,4,8,139,11,1,262
2254,4,9,752,82,0,1169
2254,4,10,183,19,0,351
2254,5,1,1613,235,21,2221
2254,5,2,2836,346,12,3596
2254,5,3,3066,386,17,4372
2254,5,4,6468,843,29,9163
2254,5,5,5139,611,15,7271
2254,5,6,3392,452,7,4570
2254,5,7,1525,192,10,2116
2254,5,8,830,116,7,1172
2254,5,9,4156,507,16,5334
2254,5,10,1139,140,1,1640
2255,1,1,7,2,2,29
2255,1,2,9,2,0,34
2255,1,3,7,0,0,53
2255,1,4,22,2,0,127
2255,1,5,16,0,0,91
2255,1,6,16,2,1,93
2255,1,7,2,1,0,23
2255,1,8,4,2,0,22
2255,1,9,14,1,0,72
2255,1,10,2,1,0,18
2255,2,1,2,0,0,5
2255,2,2,9,1,0,24
2255,2,3,5,1,0,17
2255,2,4,13,0,0,56
2255,2,5,7,2,1,29
2255,2,6,8,3,2,28
2255,2,7,1,0,0,8
2255,2,8,3,1,0,11
2255,2,9,9,2,1,27
2255,2,10,2,0,0,13
2255,3,1,45,1,0,155
2255,3,2,125,10,1,293
2255,3,3,117,10,0,383
2255,3,4,376,42,2,968
2255,3,5,239,23,1,644
2255,3,6,235,27,0,634
2255,3,7,67,8,0,171
2255,3,8,36,6,0,154
2255,3,9,218,16,0,564
2255,3,10,36,8,0,127
2255,4,1,221,19,0,394
2255,4,2,413,34,0,653
2255,4,3,523,42,0,943
2255,4,4,1336,130,3,2235
2255,4,5,897,91,5,1516
2255,4,6,825,91,4,1297
2255,4,7,243,28,4,438
2255,4,8,139,11,0,264
2255,4,9,780,67,1,1219
2255,4,10,215,23,1,356
2255,5,1,1460,187,13,2074
2255,5,2,2778,349,11,3563
2255,5,3,2905,342,9,4216
2255,5,4,6237,779,23,8840
2255,5,5,5076,624,15,7150
2255,5,6,3254,403,8,4492
2255,5,7,1510,211,9,2105
2255,5,8,875,120,5,1226
2255,5,9,3972,486,12,5208
2255,5,10,1055,130,5,1504
2256,1,1,0,0,0,19
2256,1,2,7,0,0,39
2256,1,3,6,1,0,43
2256,1,4,22,1,1,139
2256,1,5,17,3,0,95
2256,1,6,11,2,0,97
2256,1,7,4,1,0,22
2256,1,8,4,1,0,14
2256,1,9,14,2,1,69
2256,1,10,0,0,0,19
2256,2,1,2,0,0,6
2256,2,2,6,1,0,9
2256,2,3,3,1,0,15
2256,2,4,15,3,0,45
2256,2,5,5,1,0,24
2256,2,6,6,0,0,20
2256,2,7,1,1,0,16
2256,2,8,2,0,0,10
2256,2,9,8,3,0,18
2256,2,10,3,0,0,8
2256,3,1,55,3,0,186
2256,3,2,105,11,1,272
2256,3,3,131,13,0,378
2256,3,4,380,40,0,945
2256,3,5,220,31,1,634
2256,3,6,235,32,1,592
2256,3,7,66,10,0,174
2256,3,8,39,5,1,142
2256,3,9,194,21,0,487
2256,3,10,52,7,2,139
2256,4,1,215,21,0,391
2256,4,2,413,27,3,649
2256,4,3,502,47,3,897
2256,4,4,1322,113,9,2247
2256,4,5,922,81,2,1530
2256,4,6,727,80,3,1184
2256,4,7,242,22,3,397
2256,4,8,156,23,1,284
2256,4,9,695,83,3,1120
2256,4,10,195,23,0,379
2256,5,1,1554,221,16,2146
2256,5,2,2724,294,10,3487
2256,5,3,3018,340,8,4333
2256,5,4,6050,650,11,8542
2256,5,5,4968,542,12,6988
2256,5,6,3247,399,5,4439
2256,5,7,1482,185,15,2062
2256,5,8,823,109,3,1188
2256,5,9,3761,429,2,4921
2256,5,10,1133,140,4,1641
2257,1,1,2,0,0,10
2257,1,2,4,0,0,34
2257,1,3,9,2,1,49
2257,1,4,16,3,0,139
2257,1,5,16,5,0,94
2257,1,6,18,5,0,81
2257,1,7,7,1,0,25
2257,1,8,4,1,0,20
2257,1,9,8,2,0,68
2257,1,10,2,0,0,24
2257,2,1,2,1,0,3
2257,2,2,2,0,0,10
2257,2,3,2,0,0,9
2257,2,4,10,0,0,52
2257,2,5,6,0,0,22
2257,2,6,5,2,0,40
2257,2,7,2,0,0,8
2257,2,8,2,0,0,6
2257,2,9,13,1,0,27
2257,2,10,2,1,0,6
2257,3,1,50,5,0,190
2257,3,2,128,15,1,293
2257,3,3,119,10,1,380
2257,3,4,391,44,1,1009
2257,3,5,257,23,1,667
2257,3,6,244,22,0,628
2257,3,7,79,1,0,181
2257,3,8,48,6,2,142
2257,3,9,207,22,1,498
2257,3,10,44,5,0,142
2257,4,1,221,20,1,369
2257,4,2,414,45,2,648
2257,4,3,519,55,1,941
2257,4,4,1366,107,1,2232
2257,4,5,893,90,6,1518
2257,4,6,717,62,0,1170
2257,4,7,258,24,2,437
2257,4,8,164,21,0,263
2257,4,9,698,81,0,1106
2257,4,10,185,20,1,343
2257,5,1,1466,210,15,2076
2257,5,2,2734,290,6,3513
2257,5,3,2911,312,3,4208
2257,5,4,6064,713,14,8564
2257,5,5,5176,589,14,7309
2257,5,6,3130,362,5,4353
2257,5,7,1397,186,8,1959
2257,5,8,833,99,7,1179
2257,5,9,3708,406,4,4773
2257,5,10,1021,82,2,1499
2258,1,1,7,0,0,18
2258,1,2,6,2,0,32
2258,1,3,8,1,1,42
2258,1,4,22,6,0,147
2258,1,5,16,6,1,86
2258,1,6,14,0,0,69
2258,1,7,1,1,1,19
2258,1,8,5,0,0,16
2258,1,9,14,0,0,73
2258,1,10,2,1,0,15
2258,2,1,1,0,0,3
2258,2,2,3,1,0,9
2258,2,3,4,0,0,26
2258,2,4,11,0,0,43
2258,2,5,6,0,0,22
2258,2,6,6,1,0,31
2258,2,7,4,0,0,15
2258,2,8,1,0,0,9
2258,2,9,4,1,0,15
2258,2,10,3,0,0,7
2258,3,1,60,6,0,192
2258,3,2,110,10,0,250
2258,3,3,140,16,2,409
2258,3,4,388,35,2,966
2258,3,5,256,31,0,717
2258,3,6,193,16,1,518
2258,3,7,55,3,1,177
2258,3,8,53,8,1,156
2258,3,9,219,21,0,545
2258,3,10,32,3,0,137
2258,4,1,212,24,0,366
2258,4,2,444,37,3,677
2258,4,3,526,51,1,959
2258,4,4,1337,123,6,2224
2258,4,5,876,90,7,1505
2258,4,6,728,67,1,1152
2258,4,7,303,38,3,474
2258,4,8,163,16,2,300
2258,4,9,699,56,1,1129
2258,4,10,207,15,0,353
2258,5,1,1473,212,13,2042
2258,5,2,2772,315,4,3519
2258,5,3,2778,289,8,4083
2258,5,4,5838,611,8,8342
2258,5,5,5052,593,12,7027
2258,5,6,3178,361,3,4352
2258,5,7,1416,197,4,1972
2258,5,8,842,115,6,1206
2258,5,9,3843,447,6,4979
2258,5,10,1068,118,2,1499
2259,1,1,4,0,0,13
2259,1,2,5,2,0,32
2259,1,3,13,0,0,70
2259,1,4,15,2,0,119
2259,1,5,12,2,1,87
2259,1,6,13,2,0,86
2259,1,7,7,0,0,24
2259,1,8,1,0,0,20
2259,1,9,10,1,0,76
2259,1,10,5,0,0,27
2259,2,1,1,0,0,7
2259,2,2,4,1,0,8
2259,2,3,3,0,0,16
2259,2,4,8,0,0,46
2259,2,5,15,2,2,48
2259,2,6,8,0,0,23
2259,2,7,1,0,0,8
2259,2,8,2,0,0,11
2259,2,9,7,0,0,23
2259,2,10,2,0,0,5
2259,3,1,62,8,0,186
2259,3,2,106,12,0,280
2259,3,3,150,11,0,410
2259,3,4,400,40,0,952
2259,3,5,225,21,0,677
2259,3,6,213,21,0,594
2259,3,7,71,10,0,189
2259,3,8,56,9,0,172
2259,3,9,246,17,0,551
2259,3,10,57,8,0,148
2259,4,1,228,22,1,373
2259,4,2,404,36,0,674
2259,4,3,498,51,0,858
2259,4,4,1247,113,0,2058
2259,4,5,882,90,2,1551
2259,4,6,732,79,1,1204
2259,4,7,265,27,1,443
2259,4,8,176,19,0,302
2259,4,9,741,65,0,1134
2259,4,10,202,15,1,351
2259,5,1,1491,226,14,2054
2259,5,2,2682,289,8,3412
2259,5,3,2879,337,7,4163
2259,5,4,5749,648,6,8285
2259,5,5,5163,567,12,7211
2259,5,6,3154,391,3,4318
2259,5,7,1396,186,6,1964
2259,5,8,862,117,5,1204
2259,5,9,3899,446,5,5038
2259,5,10,1042,115,0,1472
2260,1,1,0,0,0,16
2260,1,2,7,2,0,33
2260,1,3,4,2,0,60
2260,1,4,20,2,0,123
2260,1,5,12,1,0,87
2260,1,6,20,2,0,87
2260,1,7,3,0,0,33
2260,1,8,5,1,1,28
2260,1,9,13,3,0,72
2260,1,10,1,0,0,17
2260,2,1,0,0,0,3
2260,2,2,4,1,0,11
2260,2,3,4,1,0,16
2260,2,4,8,2,1,45
2260,2,5,7,2,0,29
2260,2,6,5,2,0,31
