DVD,HHS,total,Aunkn,H1N1pdm,H3N2,B,Bvic,Byam
201452,6,297,0,0,181,4,0,0
201452,7,155,0,0,103,8,0,0
201452,8,514,11,0,417,9,0,0
201452,9,772,3,0,496,26,0,0
201452,10,304,1,0,194,6,0,0
201453,1,305,0,0,158,3,0,0
201453,2,310,1,0,203,3,0,0
201453,3,977,0,0,668,9,0,0
201453,4,538,2,0,267,5,0,0
201453,5,1593,23,0,877,27,0,0
201453,6,347,1,0,207,7,0,0
201453,7,173,2,0,113,5,0,0
201453,8,474,4,0,353,15,0,0
201453,9,965,2,2,610,24,0,0
201453,10,256,0,0,150,4,0,0
201501,1,390,1,2,223,1,0,0
201501,2,295,0,0,142,3,0,0
201501,3,885,2,0,499,12,0,0
201501,4,560,0,0,218,6,0,0
201501,5,1460,7,0,693,13,0,0
201501,6,422,1,0,202,12,0,0
201501,7,174,1,2,111,8,0,0
201501,8,363,4,2,277,19,0,0
201501,9,1437,3,2,970,32,0,0
201501,10,311,5,0,164,7,0,0
201502,1,454,2,1,297,3,0,0
201502,2,229,0,1,119,2,0,0
201502,3,596,2,1,326,11,0,0
201502,4,417,2,0,160,12,0,0
201502,5,1156,6,0,422,18,0,0
201502,6,387,2,0,198,13,0,0
201502,7,123,1,0,70,9,0,0
201502,8,277,2,1,177,14,0,0
201502,9,1877,10,2,1268,52,0,0
201502,10,359,0,0,217,7,0,0
201503,1,462,0,0,345,9,0,0
201503,2,346,1,0,213,4,0,0
201503,3,574,1,0,308,10,0,0
201503,4,338,22,0,113,13,0,0
201503,5,963,5,0,318,22,0,0
201503,6,432,0,0,181,34,0,0
201503,7,110,0,0,44,8,0,0
201503,8,207,4,0,123,20,0,0
201503,9,1625,9,3,1023,51,0,0
201503,10,287,0,0,128,14,0,0
201504,1,426,2,1,281,14,0,0
201504,2,236,0,0,153,3,0,0
201504,3,483,0,0,253,9,0,0
201504,4,335,1,1,113,14,0,0
201504,5,925,2,1,271,34,0,0
201504,6,473,1,0,178,29,0,0
201504,7,88,0,0,36,17,0,0
201504,8,182,3,0,100,24,0,0
201504,9,1812,5,3,1116,66,0,0
201504,10,259,0,1,110,9,0,0
201505,1,395,0,0,264,4,0,0
201505,2,224,1,1,117,6,0,0
201505,3,463,1,0,180,15,0,0
201505,4,296,0,1,98,23,0,0
201505,5,808,0,0,202,29,0,0
201505,6,371,1,0,88,37,0,0
201505,7,57,0,0,16,14,0,0
201505,8,193,1,0,95,29,0,0
201505,9,1492,17,4,849,75,0,0
201505,10,220,1,1,100,7,0,0
201506,1,320,0,0,175,18,0,0
201506,2,170,0,0,76,12,0,0
201506,3,328,0,0,122,15,0,0
201506,4,265,3,0,54,26,0,0
201506,5,641,2,1,110,53,0,0
201506,6,285,2,0,53,38,0,0
201506,7,41,0,0,11,5,0,0
201506,8,146,1,0,63,19,0,0
201506,9,1294,12,0,561,72,0,0
201506,10,137,1,1,33,7,0,0
201507,1,270,0,0,133,15,0,0
201507,2,160,0,0,65,10,0,0
201507,3,272,2,0,74,21,0,0
201507,4,178,0,0,44,29,0,0
201507,5,553,0,0,70,57,0,0
201507,6,241,0,0,29,37,0,0
201507,7,35,0,0,5,11,0,0
201507,8,110,0,1,40,25,0,0
201507,9,880,5,3,393,56,0,0
201507,10,102,1,0,19,3,0,0
201508,1,208,0,1,88,11,0,0
201508,2,130,0,1,44,9,0,0
201508,3,243,1,0,52,17,0,0
201508,4,194,1,1,33,35,0,0
201508,5,600,3,1,68,84,0,0
201508,6,228,0,0,37,45,0,0
201508,7,41,0,0,4,15,0,0
201508,8,130,0,2,45,40,0,0
201508,9,788,3,7,298,68,0,0
201508,10,104,0,0,18,9,0,0
201509,1,144,1,0,73,20,0,0
201509,2,109,0,0,33,9,0,0
201509,3,219,0,0,45,21,0,0
201509,4,151,0,0,10,34,0,0
201509,5,569,0,0,57,107,0,0
201509,6,220,1,0,27,54,0,0
201509,7,55,0,0,5,30,0,0
201509,8,84,0,0,9,39,0,0
201509,9,726,9,1,277,61,0,0
201509,10,83,2,0,21,5,0,0
201510,1,125,0,1,51,15,0,0
201510,2,75,0,0,27,4,0,0
201510,3,163,0,0,19,22,0,0
201510,4,154,0,0,9,49,0,0
201510,5,536,1,1,37,127,0,0
201510,6,221,1,1,17,58,0,0
201510,7,42,0,0,3,21,0,0
201510,8,82,1,1,13,41,0,0
201510,9,585,5,2,146,67,0,0
201510,10,36,0,0,9,6,0,0
201511,1,107,0,0,32,30,0,0
201511,2,77,0,0,24,11,0,0
201511,3,155,0,0,18,31,0,0
201511,4,95,0,0,4,29,0,0
201511,5,526,0,0,41,120,0,0
201511,6,185,0,0,9,45,0,0
201511,7,50,0,0,3,25,0,0
201511,8,72,0,0,14,37,0,0
201511,9,503,6,1,103,74,0,0
201511,10,32,3,0,10,9,0,0
201512,1,133,0,2,35,45,0,0
201512,2,88,0,0,19,16,0,0
201512,3,159,0,1,11,38,0,0
201512,4,79,0,0,6,28,0,0
201512,5,429,0,0,26,83,0,0
201512,6,143,0,0,4,47,0,0
201512,7,24,0,0,3,10,0,0
201512,8,64,0,0,1,40,0,0
201512,9,353,1,1,71,59,0,0
201512,10,85,0,0,4,14,0,0
201513,1,90,0,0,23,35,0,0
201513,2,70,0,0,10,7,0,0
201513,3,147,0,1,7,32,0,0
201513,4,64,0,0,6,13,0,0
201513,5,409,3,0,17,107,0,0
201513,6,121,0,0,6,39,0,0
201513,7,31,0,0,0,14,0,0
201513,8,71,0,0,5,46,0,0
201513,9,298,1,1,42,55,0,0
201513,10,57,0,1,4,7,0,0
201514,1,99,0,0,13,30,0,0
201514,2,75,0,0,1,21,0,0
201514,3,160,0,2,8,53,0,0
201514,4,74,0,1,0,22,0,0
201514,5,401,0,1,8,103,0,0
201514,6,107,0,0,0,25,0,0
201514,7,37,0,0,0,10,0,0
201514,8,50,0,0,0,28,0,0
201514,9,311,1,2,26,49,0,0
201514,10,80,0,0,8,15,0,0
201515,1,99,0,0,6,34,0,0
201515,2,70,0,1,7,24,0,0
201515,3,110,0,2,0,32,0,0
201515,4,55,0,1,3,8,0,0
201515,5,357,0,0,6,68,0,0
201515,6,67,0,2,2,15,0,0
201515,7,18,0,0,0,5,0,0
201515,8,55,0,0,0,36,0,0
201515,9,282,2,3,24,49,0,0
201515,10,74,0,0,4,9,0,0
201516,1,66,0,0,6,20,0,0
201516,2,56,0,0,2,7,0,0
201516,3,89,0,0,0,18,0,0
201516,4,85,0,0,2,12,0,0
201516,5,311,1,0,2,42,0,0
201516,6,59,0,0,0,11,0,0
201516,7,6,0,0,0,2,0,0
201516,8,56,0,0,2,30,0,0
201516,9,270,0,2,22,39,0,0
201516,10,87,0,0,2,18,0,0
201517,1,33,0,0,0,8,0,0
201517,2,48,0,1,2,8,0,0
201517,3,86,0,0,0,15,0,0
201517,4,60,1,0,1,2,0,0
201517,5,294,0,0,4,41,0,0
201517,6,47,0,0,1,4,0,0
201517,7,13,0,0,0,5,0,0
201517,8,25,0,0,0,14,0,0
201517,9,259,2,0,6,41,0,0
201517,10,71,0,0,0,26,0,0
201518,1,22,0,0,0,8,0,0
201518,2,27,0,0,0,5,0,0
201518,3,58,0,0,1,9,0,0
201518,4,51,0,0,0,5,0,0
201518,5,202,0,0,1,31,0,0
201518,6,33,0,0,0,1,0,0
201518,7,8,0,0,0,1,0,0
201518,8,36,0,0,1,23,0,0
201518,9,254,0,1,2,57,0,0
201518,10,92,0,0,1,23,0,0
201519,1,11,0,1,0,1,0,0
201519,2,31,0,1,4,3,0,0
201519,3,52,0,0,0,5,0,0
201519,4,32,0,0,1,6,0,0
201519,5,215,0,0,1,22,0,0
201519,6,37,0,0,0,2,0,0
201519,7,8,0,0,0,0,0,0
201519,8,17,0,0,0,9,0,0
201519,9,216,1,0,5,38,0,0
201519,10,92,0,0,1,35,0,0
201520,1,13,0,0,0,2,0,0
201520,2,32,0,0,0,2,0,0
201520,3,43,0,0,0,2,0,0
201520,4,42,0,0,0,11,0,0
201520,5,167,0,1,2,15,0,0
201520,6,31,0,0,0,2,0,0
201520,7,3,0,0,0,0,0,0
201520,8,18,0,0,0,7,0,0
201520,9,209,0,0,14,35,0,0
201520,10,77,0,0,3,27,0,0
201521,1,7,0,0,0,0,0,0
201521,2,24,0,0,1,3,0,0
201521,3,29,0,0,1,3,0,0
201521,4,25,0,0,0,1,0,0
201521,5,145,0,0,2,3,0,0
201521,6,39,0,0,0,5,0,0
201521,7,7,0,0,0,0,0,0
201521,8,16,0,0,0,5,0,0
201521,9,186,1,0,11,33,0,0
201521,10,61,0,0,2,13,0,0
201522,1,4,0,0,0,0,0,0
201522,2,26,0,0,2,6,0,0
201522,3,19,0,0,0,1,0,0
201522,4,32,0,0,1,3,0,0
201522,5,154,0,0,1,9,0,0
201522,6,36,0,0,0,2,0,0
201522,7,9,0,0,0,0,0,0
201522,8,12,0,0,0,4,0,0
201522,9,178,0,0,2,20,0,0
201522,10,64,0,0,11,13,0,0
201523,1,3,0,0,1,0,0,0
201523,2,25,0,1,1,2,0,0
201523,3,24,0,0,0,0,0,0
201523,4,27,0,0,1,3,0,0
201523,5,133,1,0,2,3,0,0
201523,6,26,0,0,1,0,0,0
201523,7,4,0,0,0,0,0,0
201523,8,4,0,0,1,0,0,0
201523,9,228,0,0,6,45,0,0
201523,10,42,0,0,2,3,0,0
201524,1,6,0,0,0,0,0,0
201524,2,9,0,0,1,0,0,0
201524,3,19,0,0,3,0,0,0
201524,4,20,0,0,0,4,0,0
201524,5,92,0,0,3,0,0,0
201524,6,23,0,0,0,1,0,0
201524,7,3,0,0,0,0,0,0
201524,8,3,0,0,0,1,0,0
201524,9,201,1,0,7,27,0,0
201524,10,77,0,0,33,10,0,0
201525,1,3,0,0,0,0,0,0
201525,2,16,0,0,0,0,0,0
201525,3,19,0,0,0,0,0,0
201525,4,24,1,0,1,2,0,0
201525,5,92,0,0,0,0,0,0
201525,6,18,0,0,0,0,0,0
201525,7,3,0,0,0,0,0,0
201525,8,4,0,0,0,0,0,0
201525,9,221,1,0,13,17,0,0
201525,10,65,0,0,31,3,0,0
201526,1,7,0,0,0,1,0,0
201526,2,18,0,0,2,0,0,0
201526,3,23,0,0,1,0,0,0
201526,4,13,0,2,2,0,0,0
201526,5,97,0,0,2,0,0,0
201526,6,13,0,0,0,0,0,0
201526,7,9,0,0,0,0,0,0
201526,8,2,0,0,0,0,0,0
201526,9,140,6,0,12,7,0,0
201526,10,82,0,0,33,0,0,0
201527,1,3,0,0,0,0,0,0
201527,2,19,0,0,4,0,0,0
201527,3,19,0,0,0,0,0,0
201527,4,22,0,3,0,0,0,0
201527,5,96,0,1,1,0,0,0
201527,6,23,0,0,0,0,0,0
201527,7,2,0,0,0,0,0,0
201527,8,1,0,0,0,0,0,0
201527,9,180,2,0,11,11,0,0
201527,10,59,0,0,18,2,0,0
201528,1,4,0,0,1,0,0,0
201528,2,18,0,0,1,0,0,0
201528,3,18,0,0,2,0,0,0
201528,4,9,0,0,0,2,0,0
201528,5,66,0,2,1,1,0,0
201528,6,22,0,0,0,0,0,0
201528,7,1,0,0,1,0,0,0
201528,8,14,0,1,2,1,0,0
201528,9,138,2,0,9,9,0,0
201528,10,37,0,0,12,1,0,0
201529,1,8,0,0,0,0,0,0
201529,2,20,0,0,2,0,0,0
201529,3,41,0,0,0,0,0,0
201529,4,16,0,1,2,0,0,0
201529,5,61,0,0,1,0,0,0
201529,6,20,0,0,0,0,0,0
201529,7,3,0,0,2,0,0,0
201529,8,10,1,0,1,2,0,0
201529,9,141,1,1,7,5,0,0
201529,10,40,0,0,10,0,0,0
201530,1,3,0,0,0,0,0,0
201530,2,12,0,0,2,0,0,0
201530,3,14,0,0,0,0,0,0
201530,4,21,0,0,2,0,0,0
201530,5,78,0,0,2,0,0,0
201530,6,19,0,0,3,0,0,0
201530,7,19,0,0,17,0,0,0
201530,8,5,0,0,1,0,0,0
201530,9,164,0,0,7,1,0,0
201530,10,52,0,0,6,0,0,0
201531,1,9,0,0,2,0,0,0
201531,2,29,0,1,7,1,0,0
201531,3,19,0,0,0,0,0,0
201531,4,17,0,1,0,0,0,0
201531,5,58,0,1,8,1,0,0
201531,6,22,0,0,1,0,0,0
201531,7,8,1,0,0,0,0,0
201531,8,4,0,0,1,0,0,0
201531,9,161,0,1,13,8,0,0
201531,10,53,0,0,14,1,0,0
201532,1,1,0,0,0,0,0,0
201532,2,18,0,0,3,1,0,0
201532,3,21,0,0,0,0,0,0
201532,4,25,2,1,2,0,0,0
201532,5,53,0,0,2,0,0,0
201532,6,16,0,0,0,0,0,0
201532,7,5,0,0,0,0,0,0
201532,8,4,0,0,2,0,0,0
201532,9,171,1,0,6,6,0,0
201532,10,45,0,0,11,1,0,0
201533,1,1,0,0,0,0,0,0
201533,2,27,0,0,1,0,0,0
201533,3,23,0,1,0,0,0,0
201533,4,33,0,0,15,1,0,0
201533,5,73,0,0,5,1,0,0
201533,6,22,0,0,0,0,0,0
201533,7,4,1,0,0,1,0,0
201533,8,5,1,0,0,0,0,0
201533,9,141,0,0,7,0,0,0
201533,10,55,0,0,20,1,0,0
201534,1,4,0,1,1,0,0,0
201534,2,25,0,0,7,0,0,0
201534,3,19,0,0,0,0,0,0
201534,4,34,0,2,1,3,0,0
201534,5,84,0,0,4,0,0,0
201534,6,24,0,0,1,0,0,0
201534,7,6,0,0,0,0,0,0
201534,8,7,0,0,0,1,0,0
201534,9,174,1,0,13,3,0,0
201534,10,43,0,0,9,1,0,0
201535,1,12,0,0,1,0,0,0
201535,2,27,0,0,6,0,0,0
201535,3,26,0,0,0,1,0,0
201535,4,61,0,1,2,0,0,0
201535,5,117,0,0,19,0,0,0
201535,6,30,0,0,2,0,0,0
201535,7,9,0,0,2,0,0,0
201535,8,5,0,1,0,0,0,0
201535,9,203,1,1,11,10,0,0
201535,10,47,0,0,15,0,0,0
201536,1,9,0,0,2,0,0,0
201536,2,29,0,0,6,0,0,0
201536,3,25,0,0,0,0,0,0
201536,4,38,1,0,3,2,0,0
201536,5,103,0,1,4,0,0,0
201536,6,27,0,0,3,0,0,0
201536,7,12,0,0,2,0,0,0
201536,8,9,0,0,5,2,0,0
201536,9,196,1,0,14,12,0,0
201536,10,86,0,0,25,0,0,0
201537,1,6,0,0,1,0,0,0
201537,2,26,0,0,2,0,0,0
201537,3,63,0,0,1,1,0,0
201537,4,59,0,0,8,0,0,0
201537,5,168,0,2,14,0,0,0
201537,6,45,0,0,1,0,0,0
201537,7,9,0,0,1,0,0,0
201537,8,28,0,0,15,0,0,0
201537,9,226,1,2,17,15,0,0
201537,10,108,0,0,23,6,0,0
201538,1,22,0,0,1,0,0,0
201538,2,32,0,1,5,0,0,0
201538,3,90,0,0,2,0,0,0
201538,4,53,0,0,1,1,0,0
201538,5,193,0,0,10,0,0,0
201538,6,59,0,0,0,0,0,0
201538,7,10,0,0,0,0,0,0
201538,8,27,0,0,4,0,0,0
201538,9,226,4,0,21,13,0,0
201538,10,76,0,0,9,0,0,0
201539,1,17,0,0,1,0,0,0
201539,2,50,0,0,5,0,0,0
201539,3,115,1,0,7,0,0,0
201539,4,75,0,0,5,2,0,0
201539,5,281,1,1,1,5,0,0
201539,6,51,0,0,4,0,0,0
201539,7,21,0,0,0,1,0,0
201539,8,63,0,0,1,4,0,0
201539,9,239,2,2,38,14,0,0
201539,10,79,0,0,4,0,0,0
201540,1,39,0,0,5,0,0,0
201540,2,56,0,1,4,1,0,0
201540,3,132,0,1,3,0,0,0
201540,4,83,0,0,5,1,0,0
201540,5,218,0,2,7,0,0,1
201540,6,97,0,0,2,0,0,0
201540,7,36,0,0,2,0,0,0
201540,8,71,0,0,2,0,0,0
201540,9,273,2,0,22,8,0,0
201540,10,134,0,0,13,0,0,0
201541,1,39,0,2,3,0,0,0
201541,2,73,0,0,5,1,0,0
201541,3,163,0,1,0,0,0,0
201541,4,104,0,0,1,2,0,0
201541,5,249,0,2,4,0,0,0
201541,6,106,0,0,6,1,1,0
201541,7,34,0,0,2,0,0,0
201541,8,58,1,0,3,0,1,0
201541,9,220,1,0,7,3,1,0
201541,10,106,0,0,10,0,0,0
201542,1,27,0,0,3,0,0,0
201542,2,75,0,4,0,0,0,0
201542,3,168,0,1,4,0,0,0
201542,4,135,0,1,4,2,0,0
201542,5,248,0,3,3,0,0,0
201542,6,124,0,0,1,0,0,0
201542,7,44,0,0,9,0,0,0
201542,8,44,0,0,1,0,0,0
201542,9,215,1,1,16,6,1,0
201542,10,118,0,0,9,0,2,2
201543,1,35,0,0,1,0,0,0
201543,2,92,0,1,2,1,0,0
201543,3,171,0,2,2,0,0,3
201543,4,131,1,0,5,1,0,0
201543,5,293,3,5,2,0,0,0
201543,6,123,0,0,1,3,0,0
201543,7,53,0,0,5,0,1,1
201543,8,59,0,0,0,0,0,0
201543,9,191,0,1,11,4,0,0
201543,10,96,0,0,2,0,0,0
201544,1,47,0,0,0,0,0,0
201544,2,98,0,1,3,0,0,0
201544,3,187,0,0,2,0,0,1
201544,4,170,0,0,3,0,0,0
201544,5,393,3,0,1,1,0,1
201544,6,141,0,0,1,2,0,1
201544,7,43,0,1,3,0,0,0
201544,8,53,0,0,1,0,1,0
201544,9,248,1,1,6,5,0,1
201544,10,85,0,1,3,1,0,0
201545,1,41,0,1,2,0,1,0
201545,2,72,0,0,3,1,0,0
201545,3,153,0,0,2,1,0,0
